ChemicalName,Formula,Synonyms,CatalogCode,CompanyName,Grade,Disposal,CAS,Class,CompatibleFamily,SignalWord,HazardStatement,GHSCodes,SDSURL,School,StoreRoom,Shelf,UOM,LastUsed,MinReorderAmount,Amount,Notes,KitCatalog
Potassium thiocyanate,CKNS,"Potassium rhodanate
Potassium sulfocyanate
Potassium sulfocyanide
Potassium isothiocyanate (Crystalline/Certified ACS)",,JT Baker,,,333-20-0,Metal-containing compound,,Warning,Harmful if swallowed,IR,https://www.fishersci.com/store/msds?partNumber=P317500&productDescription=pot-thiocyanate-cert-acs-g&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Keep away from acids. Incompatible Materials. Strong oxidizing agents. Acids. Strong bases.",
"Silicon carbide powder, medium, 120 grit",SiC,Silicon Carbide.,,Aldrich,,,409-21-2,Inorganic salt,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AAA113370E&productDescription=silcn-crbide-pwr-med--g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,30,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
"Silicon carbide powder, medium, 120 grit",SiC,Silicon Carbide.,,Aldrich,,,409-21-2,Inorganic salt,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AAA113370E&productDescription=silcn-crbide-pwr-med--g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,30,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
"Silicon carbide powder, medium, 120 grit",SiC,Silicon Carbide.,,Aldrich,,,409-21-2,Inorganic salt,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AAA113370E&productDescription=silcn-crbide-pwr-med--g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,30,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
"Silicon carbide powder, medium, 120 grit",SiC,Silicon Carbide.,,Aldrich,,,409-21-2,Inorganic salt,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AAA113370E&productDescription=silcn-crbide-pwr-med--g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,30,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Silver nitrate,AgNO3,"Nitric acid, silver salt.",,VWR,,,7761-88-8,Metal-containing compound,,Danger,"May intensify fire; oxidizer
May be corrosive to metals
Causes severe skin burns and eye damage
May cause respiratory irritation
May damage the unborn child","OX, CO, IR, CA",https://www.fishersci.com/store/msds?partNumber=S181500&productDescription=silver-nitrate-cert-acs-g&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,40,"Keep containers tightly closed in a dry, cool and well-ventilated place. Do not store near combustible materials. Corrosives area. Incompatible Materials. Strong reducing agents. Combustible material. Metals. Amines.",
Silver nitrate,AgNO3,"Nitric acid, silver salt.",,VWR,,,7761-88-8,Metal-containing compound,,Danger,"May intensify fire; oxidizer
May be corrosive to metals
Causes severe skin burns and eye damage
May cause respiratory irritation
May damage the unborn child","OX, CO, IR, CA",https://www.fishersci.com/store/msds?partNumber=S181500&productDescription=silver-nitrate-cert-acs-g&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,40,"Keep containers tightly closed in a dry, cool and well-ventilated place. Do not store near combustible materials. Corrosives area. Incompatible Materials. Strong reducing agents. Combustible material. Metals. Amines.",
Silver nitrate,AgNO3,"Nitric acid, silver salt.",,VWR,,,7761-88-8,Metal-containing compound,,Danger,"May intensify fire; oxidizer
May be corrosive to metals
Causes severe skin burns and eye damage
May cause respiratory irritation
May damage the unborn child","OX, CO, IR, CA",https://www.fishersci.com/store/msds?partNumber=S181500&productDescription=silver-nitrate-cert-acs-g&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,40,"Keep containers tightly closed in a dry, cool and well-ventilated place. Do not store near combustible materials. Corrosives area. Incompatible Materials. Strong reducing agents. Combustible material. Metals. Amines.",
"Acetic acid, sodium salt trihydrate",C2H3NaO2.3H2O,(Crystalline/Granular/Technical/HPLC/USP/FCC/EP/BP/JP/Certified ACS),,Sigma Aldrich,,,6131-90-4,Metal-containing compound,,None,"Combustible dust
May form combustible dust in air", ,https://www.fishersci.com/store/msds?partNumber=S2093&productDescription=sodium-acetate-cert-acs-kg&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Acids. Strong bases.",
Sodium Bisulfate Monohydrate (Certified),HNaO4S.H2O,Sodium hydrogen sulfate,,JT Baker,,,10034-88-5,Metal-containing compound,,Danger,Causes serious eye damage,CO,https://www.fishersci.com/store/msds?partNumber=S240500&productDescription=sodium-bisulfate-certifd-g&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong bases.",
Sodium Bisulfate Monohydrate (Certified),HNaO4S.H2O,Sodium hydrogen sulfate,,JT Baker,,,10034-88-5,Metal-containing compound,,Danger,Causes serious eye damage,CO,https://www.fishersci.com/store/msds?partNumber=S240500&productDescription=sodium-bisulfate-certifd-g&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong bases.",
Sodium Bisulfate Monohydrate (Certified),HNaO4S.H2O,Sodium hydrogen sulfate,,JT Baker,,,10034-88-5,Metal-containing compound,,Danger,Causes serious eye damage,CO,https://www.fishersci.com/store/msds?partNumber=S240500&productDescription=sodium-bisulfate-certifd-g&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong bases.",
2-Fluorobiphenyl,C12H9F,"Biphenyl, 2-fluoro-
2-Fluoro-1,1`-biphenyl
1,1`-Biphenyl, 2-fluoro-",,Fisher,,,321-60-8,Organic compound,,Danger,"Harmful if swallowed
Causes skin irritation
Causes serious eye damage
May cause respiratory irritation","IR, CO",https://www.fishersci.com/store/msds?partNumber=AAA1222709&productDescription=fluorobiphenyl-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,250,Keep container tightly closed in a dry and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong acids. Strong bases. Health 2 Flammability 1 Instability 0 Physical hazards N/A,
2-Fluorobiphenyl,C12H9F,"Biphenyl, 2-fluoro-
2-Fluoro-1,1`-biphenyl
1,1`-Biphenyl, 2-fluoro-",,Fisher,,,321-60-8,Organic compound,,Danger,"Harmful if swallowed
Causes skin irritation
Causes serious eye damage
May cause respiratory irritation","IR, CO",https://www.fishersci.com/store/msds?partNumber=AAA1222709&productDescription=fluorobiphenyl-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,250,Keep container tightly closed in a dry and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong acids. Strong bases. Health 2 Flammability 1 Instability 0 Physical hazards N/A,
Sodium bromide,BrNa,NaBr.,,Fisher,,,7647-15-6,Metal-containing compound,,Warning,"May cause drowsiness or dizziness
Suspected of damaging fertility
Suspected of damaging the unborn child
May cause damage to organs","IR, CA",https://www.fishersci.com/store/msds?partNumber=S2553&productDescription=sodium-bromide-gran-certif-kg&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,100,"Keep container tightly closed. Keep in a dry, cool and well-ventilated place. Store under an inert atmosphere. Keep container tightly closed in a dry and well-ventilated place. Air sensitive. Incompatible Materials. Strong oxidizing agents. Strong acids. Halogens.",
Sodium bromide,BrNa,NaBr.,,Fisher,,,7647-15-6,Metal-containing compound,,Warning,"May cause drowsiness or dizziness
Suspected of damaging fertility
Suspected of damaging the unborn child
May cause damage to organs","IR, CA",https://www.fishersci.com/store/msds?partNumber=S2553&productDescription=sodium-bromide-gran-certif-kg&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,100,"Keep container tightly closed. Keep in a dry, cool and well-ventilated place. Store under an inert atmosphere. Keep container tightly closed in a dry and well-ventilated place. Air sensitive. Incompatible Materials. Strong oxidizing agents. Strong acids. Halogens.",
Sodium bromide,BrNa,NaBr.,,Fisher,,,7647-15-6,Metal-containing compound,,Warning,"May cause drowsiness or dizziness
Suspected of damaging fertility
Suspected of damaging the unborn child
May cause damage to organs","IR, CA",https://www.fishersci.com/store/msds?partNumber=S2553&productDescription=sodium-bromide-gran-certif-kg&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,100,"Keep container tightly closed. Keep in a dry, cool and well-ventilated place. Store under an inert atmosphere. Keep container tightly closed in a dry and well-ventilated place. Air sensitive. Incompatible Materials. Strong oxidizing agents. Strong acids. Halogens.",
Sodium carbonate,Na2CO3,"Di
Soda ash
Carbonic acid, disodium salt (Anhydrous/Crystalline/Powder/Calcined/Laboratory/Certified ACS/HPLC)",,Thermo,,,497-19-8,Metal-containing compound,,Warning,Causes serious eye irritation,IR,https://www.fishersci.com/store/msds?partNumber=S263500&productDescription=sodium-crb-anhyd-cert-acs-g&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong acids. Fluorine. Metals.",
Sodium carbonate,Na2CO3,"Di
Soda ash
Carbonic acid, disodium salt (Anhydrous/Crystalline/Powder/Calcined/Laboratory/Certified ACS/HPLC)",,Thermo,,,497-19-8,Metal-containing compound,,Warning,Causes serious eye irritation,IR,https://www.fishersci.com/store/msds?partNumber=S263500&productDescription=sodium-crb-anhyd-cert-acs-g&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-5,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong acids. Fluorine. Metals.",
"Sodium chloride, ACS",ClNa,"Halite
Common salt
Rock salt",,Fisher,,,7647-14-5,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA12314A3&productDescription=sodium-chloride-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-6,kg,,,1,"Keep containers tightly closed in a dry, cool and well-ventilated place. To maintain product quality. Store under an inert atmosphere. Air sensitive. Incompatible Materials. Strong oxidizing agents. Metals. Strong acids.",
"Sodium chloride, ACS",ClNa,"Halite
Common salt
Rock salt",,Fisher,,,7647-14-5,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AA12314A3&productDescription=sodium-chloride-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-6,kg,,,1,"Keep containers tightly closed in a dry, cool and well-ventilated place. To maintain product quality. Store under an inert atmosphere. Air sensitive. Incompatible Materials. Strong oxidizing agents. Metals. Strong acids.",
"Sodium phosphate, monobasic",H2NaPO4,"Sodium dihydrogen phosphate, anhydrous
Dihydrogen sodium phosphate, anhydrous",,Thermo,,,7558-80-7,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AC389870025&productDescription=sodium-phosphate-monoba-kg&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-6,g,,,250,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Strong acids. Strong bases.",
"Sodium phosphate, monobasic dihydrate",H2NaO4P.2H2O,Sodium dihydrogen phosphate dihydrate,,Thermo,,,13472-35-0,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=AC446222500&productDescription=sodium-phosphate-monobas-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-6,g,,,500,Keep container tightly closed in a dry and well-ventilated place. Air sensitive. Incompatible Materials. Strong oxidizing agents. Strong acids. Strong bases.,
Sodium Phosphate Monobasic Monohydrate (Certified ACS),H2NaO4P.H2O,"Sodium dihydrogen phosphate monohydrate
Dihydrogen sodium phosphate monohydrate",,Strem,,,10049-21-5,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=S36950&productDescription=sod-phosphate-mono-cert-kg&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-6,g,,,80,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents.",
Sodium bicarbonate,CHNaO3,"Sodium hydrogen carbonate
Sodium acid carbonate
Carbonic acid, monosodium salt (Crystalline/Powder/Certified ACS/USP/FCC/EP/BP/WP/JP)",,Thermo,,,144-55-8,Metal-containing compound,,None,None Identified,[],https://www.fishersci.com/store/msds?partNumber=S23350&productDescription=sodium-bicarbonate-cr-acs-kg&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-6,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Acids.",
"Sodium hydrogen sulfate, anhydrous, 90+%, remainder mainly sodium sulfate",HNaO4S,Sodium hydrogen sulfate,,Thermo,,,7681-38-1,Metal-containing compound,,Danger,Causes serious eye damage,CO,https://www.fishersci.com/store/msds?partNumber=AAB255870B&productDescription=sod-hydrn-sfat-anhy-remai-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-6,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong bases.",
Sodium Bisulfate Monohydrate (Certified),HNaO4S.H2O,Sodium hydrogen sulfate,,Aesar,,,10034-88-5,Metal-containing compound,,Danger,Causes serious eye damage,CO,https://www.fishersci.com/store/msds?partNumber=S240500&productDescription=sodium-bisulfate-certifd-g&vendorId=VN00000001&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-6,g,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong bases.",
"Sodium hydroxide, pellets",NaOH,"Caustic soda
Lye",,Fisher,,,1310-73-2,Metal-containing compound,,Danger,"Causes severe skin burns and eye damage
May cause respiratory irritation","CO, IR",https://www.fishersci.com/store/msds?partNumber=AAA1603736&productDescription=sodium-hydrox-pellets-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,A-6,g,,,200,"Keep containers tightly closed in a dry, cool and well-ventilated place. Corrosives area. Store under an inert atmosphere. Air sensitive. Incompatible Materials. Water. Metals. Health 3 Flammability 0 Instability 1 Physical hazards N/A    Acids.",
